drugId,HRCHY_1,HRCHY_2,HRCHY_3,HRCHY_4,HRCHY_5,HRCHY_6
31699,Insulin secretagogue,PSN-105,,,,
32887,Insulin secretagogue,anagliptin,,,,
32943,Insulin secretagogue,gemigliptin,,,,
33010,Insulin secretagogue,TAK-472,,,,
33064,Insulin secretagogue,Ro-0730699,,,,
33197,Insulin secretagogue,AZD-6370,,,,
33352,Insulin secretagogue,AMG-222,,,,
34003,Insulin secretagogue,pioglitazone HCl + glimepiride,,,,
34505,Insulin secretagogue,dutogliptin,,,,
34619,Insulin secretagogue,"voglibose + mitiglinide, Kissei",,,,
34670,Insulin secretagogue,R-1511,,,,
34671,Insulin secretagogue,carmegliptin,,,,
34835,Insulin secretagogue,sitagliptin + metformin,,,,
34853,Insulin secretagogue,melogliptin,,,,
34956,Insulin secretagogue,MK-0941,,,,
35401,Insulin secretagogue,teneligliptin,,,,
35523,Insulin secretagogue,taspoglutide,,,,
35557,Insulin secretagogue,"exendin-4, PC-DAC, ConjuChem",,,,
35558,Insulin secretagogue,ARI-2243,,,,
35583,Insulin secretagogue,"exenatide, nasal spray",,,,
36108,Insulin secretagogue,evogliptin,,,,
36477,Insulin secretagogue,linagliptin,,,,
36551,Insulin secretagogue,TA-6666,,,,
36601,Insulin secretagogue,LY-548806,,,,
36724,Insulin secretagogue,gosogliptin,,,,
36814,Insulin secretagogue,davalintide,,,,
37062,Insulin secretagogue,AMG-837,,,,
37644,Insulin secretagogue,"metformin + repaglinide, Novo Nordisk",,,,
38056,Insulin secretagogue,ABT-279,,,,
38116,Insulin secretagogue,trelagliptin succinate,,,,
38383,Insulin secretagogue,AZD-1656,,,,
38502,Insulin secretagogue,P-1736-05,,,,
38918,Insulin secretagogue,"glimepiride + metformin, Sanofi",,,,
38944,Insulin secretagogue,ID-1135,,,,
38994,Insulin secretagogue,"metformin + vildagliptin, Novartis",,,,
39355,Insulin secretagogue,"glimepiride + metformin SR, Sanofi",,,,
39426,Insulin secretagogue,NVP-DPP728,,,,
39759,Insulin secretagogue,saxagliptin + metformin,,,,
39861,Insulin secretagogue,APD-597,,,,
39994,Insulin secretagogue,semaglutide,,,,
40007,Insulin secretagogue,TAK-100,,,,
40013,Insulin secretagogue,"alogliptin + pioglitazone, Takeda",,,,
40591,Insulin secretagogue,fasiglifam,,,,
40595,Insulin secretagogue,DSP-7238,,,,
40776,Insulin secretagogue,"pegylated exenatide, Dong-A",,,,
40825,Insulin secretagogue,"mitiglinide + metformin, Elixir",,,,
41136,Insulin secretagogue,BMS-767778,,,,
41231,Insulin secretagogue,efpeglenatide,,,,
41975,Insulin secretagogue,MK-1006,,,,
41982,Insulin secretagogue,ARRY-403,,,,
42692,Insulin secretagogue,TTP-355,,,,
42698,Insulin secretagogue,sitagliptin + simvastatin,,,,
42709,Insulin secretagogue,metformin ER + sitagliptin,,,,
42857,Insulin secretagogue,vildagliptin MR,,,,
57733,Insulin secretagogue,"GLP-1, unspecified",,,,
57752,Insulin secretagogue,"glucagon-like peptide-1 (7-36) amide, Novo Nordisk",,,,
57753,Insulin secretagogue,"glyburide, micronized, Pfizer",,,,
57765,Insulin secretagogue,glyburide,,,,
57802,Insulin secretagogue,undisclosed - sulfonylurea,,,,
58390,Insulin secretagogue,undisclosed - meglitinide,,,,
58441,Insulin secretagogue,tolbutamide,,,,
58626,Insulin secretagogue,GIP,,,,
58780,Insulin secretagogue,undisclosed - insulin secretagogue,,,,
59144,Insulin secretagogue,chlorpropamide,,,,
59245,Insulin secretagogue,GLP-1 (IV),,,,
59293,Insulin secretagogue,gliclazide + metformin,,,,
59420,Insulin secretagogue,"gliclazide, modified-release, Panacea",,,,
59669,Insulin secretagogue,"GLP-1 (oral), unspecified",,,,
59881,Insulin secretagogue,tolazamide,,,,
60015,Insulin secretagogue,"glimepiride, Panacea",,,,
60017,Insulin secretagogue,"glipizide, slow-release, Genovate",,,,
60116,Insulin secretagogue,"exendin-4, unspecified",,,,
60234,Insulin secretagogue,undisclosed - DPPIV inhibitor,,,,
60263,Insulin secretagogue,"glimepiride, Mylan",,,,
60408,Insulin secretagogue,"glipizide + metformin HCl, Mylan",,,,
60525,Insulin secretagogue,"amylin, unspecified",,,,
60823,Insulin secretagogue,"glimepiride, Ranbaxy",,,,
60869,Insulin secretagogue,"glipizide + metformin HCl, Teva",,,,
60896,Insulin secretagogue,"glimepiride, Teva",,,,
60898,Insulin secretagogue,"glyburide + metformin, Teva",,,,
61375,Insulin secretagogue,"exenatide, transdermal",,,,
61399,Insulin secretagogue,"glyburide + metformin HCl, Actavis",,,,
61659,Insulin secretagogue,"exenatide, Intarcia Therapeutics",,,,
62293,Insulin secretagogue,"exenatide, Diartis",,,,
62696,Insulin secretagogue,"exendin, TransPharma",,,,
62880,Insulin secretagogue,"glimepiride + metformin extended release, Laboratorios Silanes",,,,
63424,Insulin secretagogue,"exenatide SR, Peptron",,,,
63680,Insulin secretagogue,insulin degludec + liraglutide,,,,
64046,Insulin secretagogue,insulin glargine + lixisenatide,,,,
65021,Insulin secretagogue,"glimepiride, Dr Reddy's",,,,
65899,Insulin secretagogue,exenatide once-monthly,,,,
66032,Insulin secretagogue,"gliclazide, Lotus",,,,
66911,Insulin secretagogue,"nateglinide, Dr Reddy's",,,,
67437,Insulin secretagogue,"glucagon-like peptide I, Novo-Nordisk (inhaled)",,,,
67468,Insulin secretagogue,linagliptin + pioglitazone,,,,
67561,Insulin secretagogue,empagliflozin + linagliptin,,,,
68119,Insulin secretagogue,linagliptin + metformin,,,,
69418,Insulin secretagogue,gliclazide (oral solution),,,,
69419,Insulin secretagogue,"gliclazide modified-release + metformin, Servier",,,,
69523,Insulin secretagogue,ADM-01,,,,
69914,Insulin secretagogue,liraglutide once-weekly,,,,
70208,Insulin secretagogue,"glimepiride + metformin SR + pioglitazone, Abbot",,,,
70271,Insulin secretagogue,"GLP-1 analogues, unspecified",,,,
71009,Insulin secretagogue,"rExendin-4, CSPC ZhongQi Pharmaceutical",,,,
71066,Insulin secretagogue,"repaglinide + metformin, Glenmark",,,,
72503,Insulin secretagogue,"exenatide, Sun Pharma",,,,
72615,Insulin secretagogue,LAPS-insulin,,,,
72910,Insulin secretagogue,"glimepiride, unspecified",,,,
73103,Insulin secretagogue,"glimepiride + metformin, Laboratorios Silanes",,,,
73611,Insulin secretagogue,"mitiglinide + metformin, JW Pharmaceutical",,,,
73945,Insulin secretagogue,"gliclazide, sustained-release, unspecified",,,,
74794,Insulin secretagogue,glimepiride + atorvastatin,,,,
76025,Insulin secretagogue,"metformin hydrochloride SR + glimepiride, unspecified",,,,
76066,Insulin secretagogue,"glimepiride, ratiopharm",,,,
76292,Insulin secretagogue,"gliquidone, Double-Crane Pharmaceutical",,,,
76334,Insulin secretagogue,"gemigliptin + metformin hydrochloride extended-release, LGLS",,,,
78409,Insulin secretagogue,"Glimepiride, PT Dexa Medica",,,,
79475,Insulin secretagogue,"glimepiride + metformin ER, GSK",,,,
80572,Insulin secretagogue,"repaglinide + metformin HCl, Dalim BioTech",,,,
80841,Insulin secretagogue,"repaglinide, KrKa",,,,
81480,Insulin secretagogue,"repaglinide, Jiangsu hansoh pharmaceutical",,,,
81517,Insulin secretagogue,gemigliptin + glimerpiride,,,,
81741,Insulin secretagogue,imigliptin,,,,
81759,Insulin secretagogue,ertugliflozin + sitagliptin,,,,
81901,Insulin secretagogue,linagliptin + metformin ER,,,,
82124,Insulin secretagogue,"Gliclazide modified-release, Gedeon Richter",,,,
82558,Insulin secretagogue,"repaglinide, STADA",,,,
83360,Insulin secretagogue,"lixisenatide, prolonged-release",,,,
83394,Insulin secretagogue,"sitagliptin+ metformin, Ibn Alhaytham pharmaceutical",,,,
84690,Insulin secretagogue,fotagliptin benzoate,,,,
85372,Insulin secretagogue,metformin XR + teneligliptin,,,,
86132,Insulin secretagogue,NN-9928,,,,
86302,Insulin secretagogue,"repaglinide, Sichuan Deren Pharmaceutical",,,,
86828,Insulin secretagogue,"repaglinide, Teva",,,,
86943,Insulin secretagogue,nateglinide + metformin hydrochloride,,,,
87207,Insulin secretagogue,ZemiARB,,,,
87417,Insulin secretagogue,"sublingual liraglutide, BioLingus",,,,
87553,Insulin secretagogue,"glimepiride, Invagen Pharmaceuticals",,,,
87926,Insulin secretagogue,LAPS-Exendin + LAPS-insulin,,,,
88500,Insulin secretagogue,"gliclazide, modified-release, Apotex",,,,
88518,Insulin secretagogue,evogliptin + metformin XR,,,,
88573,Insulin secretagogue,"glimepiride, Ildong",,,,
88662,Insulin secretagogue,"exenatide, once-weekly, Flamel Technologies",,,,
88772,Insulin secretagogue,"glimepiride, 1A Farma",,,,
88904,Insulin secretagogue,"repaglinide, Arrow ApS",,,,
89211,Insulin secretagogue,"glimepiride, BMM Pharma",,,,
89421,Insulin secretagogue,"gliclazide, Excalibur Pharma",,,,
89488,Insulin secretagogue,"glimepiride + pioglitazone HCl, Hainan group",,,,
89517,Insulin secretagogue,"nateglinide, Shandong Zibo Xinda Pharmaceutical",,,,
89519,Insulin secretagogue,"mitiglinide calcium, Jilin Zixin Pharmaceutical",,,,
89599,Insulin secretagogue,"metformin + teneligliptin, Glenmark",,,,
89601,Insulin secretagogue,"mitiglinide, Nanjing Mese Pharmaceutical",,,,
89622,Insulin secretagogue,"glibenclamide, Pharmaniaga",,,,
89649,Insulin secretagogue,"glibenclamide + metformin, Shenzhen Ausa Pharmaceutical",,,,
89670,Insulin secretagogue,"Pramlintide, Hangzhou Heze Pharmaceutical Technology",,,,
89672,Insulin secretagogue,"mitiglinide calcium, Huaxipharm",,,,
89675,Insulin secretagogue,canagliflozin + teneligliptin,,,,
89679,Insulin secretagogue,"mitiglinide calcium, Shanxi Bao Tai Pharmaceutical",,,,
89734,Insulin secretagogue,"nateglinide, Jilin Zixin Pharmaceutical",,,,
89735,Insulin secretagogue,mitiglinide mimetic,,,,
89797,Insulin secretagogue,"gliclazide MR, Actavis",,,,
89852,Insulin secretagogue,"mitiglinide, Shandong Zibo Xinda Pharmaceutical",,,,
89934,Insulin secretagogue,"glipizide + metformin hydrochloride, Chengdu Hengrui Pharmaceu",,,,
89951,Insulin secretagogue,"pramlintide, Hainan Zhonghe Pharmaceutical",,,,
89997,Insulin secretagogue,"gliclazide sustained release, Zhongshan Zun Long",,,,
90001,Insulin secretagogue,"glipizide, Shanxi Xintianyuan Pharm & Chem",,,,
90025,Insulin secretagogue,"gliclazide (modified-release), Stada",,,,
90088,Insulin secretagogue,"Gliclazid, ESP Pharma",,,,
90187,Insulin secretagogue,"repaglinide, Pharmathen",,,,
90285,Insulin secretagogue,"repaglinide, Zentiva",,,,
90313,Insulin secretagogue,"gliclazide (modified-release), Sandoz",,,,
90462,Insulin secretagogue,"Glimepiride, Stada",,,,
90493,Insulin secretagogue,"gliquidone, Zhongshan ZunLong Pharmaceutical",,,,
90501,Insulin secretagogue,"repaglinide, Specifar",,,,
90832,Insulin secretagogue,"glimepiride/metformin, Novo Nordisk",,,,
91858,Insulin secretagogue,"exenatide, Arisgen",,,,
109868,Insulin secretagogue,"pioglitazone/repaglinide, Senosiain",,,,
109952,Insulin secretagogue,"glyburide/metformin, Landsteiner Scientific",,,,
109970,Insulin secretagogue,"glibenclamide, Solfran Laboratories",,,,
110021,Insulin secretagogue,"glimepiride + pioglitazone, RIMSA",,,,
110045,Insulin secretagogue,"glyburide/metformin, Wockhardt",,,,
110181,Insulin secretagogue,"repaglinide/metformin, Senosiain Laboratories",,,,
110206,Insulin secretagogue,"glyburide/metformin, American Pharmaceutical Chemical Industries",,,,
110290,Insulin secretagogue,"Gliclazide, Wockhardt",,,,
110291,Insulin secretagogue,"gliclazide sustained-release, Wockhardt",,,,
110412,Insulin secretagogue,"glibenclamide, Arlex de Mexico",,,,
110475,Insulin secretagogue,"glimepiride/metformin extended-release, Wockhardt",,,,
110501,Insulin secretagogue,"metformin + glibenclamide, Liferpal",,,,
110620,Insulin secretagogue,"voglibose + glimepiride + metformin ER, Sun Pharma",,,,
110686,Insulin secretagogue,"glibenclamide, Alpharma",,,,
111016,Insulin secretagogue,"glibenclamide + metformin, Arlex de Mexico",,,,
111019,Insulin secretagogue,"glibenclamide + metformin, Mavi Pharmaceuticals",,,,
111069,Insulin secretagogue,"glibenclamide + metformin, Productos Farmaceuticos Collins",,,,
112623,Insulin secretagogue,"pioglitazone + glimepiride, JiangSu Deyuan",,,,
112855,Insulin secretagogue,"sitagliptin phosphate + ipragliflozin L-proline, Astellas",,,,
113595,Insulin secretagogue,RD-12014,,,,
113898,Insulin secretagogue,"gliclazide, Pharmstandard",,,,
113899,Insulin secretagogue,"glimepiride, Zdravlje",,,,
113998,Insulin secretagogue,"pioglitazone + glimepiride, Hebei Aier Haitai Pharmaceutical",,,,
114315,Insulin secretagogue,"recombinant insulin secretagogue, Dongguan Polaroid Health Biotechnology",,,,
114560,Insulin secretagogue,"gliclazide, akrikhin",,,,
114565,Insulin secretagogue,"gliclazide (sustained-release), Krka",,,,
114671,Insulin secretagogue,"exenatide, Qinghai Chenfei",,,,
114924,Insulin secretagogue,"glimepiride, Canonpharma",,,,
114927,Insulin secretagogue,"glimepiride, Pharmstandard",,,,
115039,Insulin secretagogue,Glimicron MR,,,,
115054,Insulin secretagogue,"glibenclamide + metformin HCl, Torrent",,,,
115965,Insulin secretagogue,"glimepiride, vertex pharmaceutical",,,,
116036,Insulin secretagogue,"glimepiride, Farmproekt",,,,
116634,Insulin secretagogue,"glimepiride + metformin XR, Ranbaxy",,,,
117572,Insulin secretagogue,"glimepiride, Laboratorios Pisa",,,,
117726,Insulin secretagogue,"gliclazide, Canonpharma",,,,
117734,Insulin secretagogue,"glibenclamide , Neolpharma",,,,
118759,Insulin secretagogue,"glibenclamide + metformin HCl, Pharmstandard",,,,
119493,Insulin secretagogue,"gliclazide SR, Servier",,,,
120077,Insulin secretagogue,"mitiglinide, Jiangsu Hansoh Pharmaceuticals",,,,
120856,Insulin secretagogue,"glimepiride, Novalek Pharmaceuticals",,,,
120864,Insulin secretagogue,"glimepiride, Rafarma",,,,
120949,Insulin secretagogue,"BF-Gliclazide, Bright Future",,,,
121405,Insulin secretagogue,"glimepiride, Siegfried Rhein",,,,
121473,Insulin secretagogue,"glimepiride, Pharmasyntez",,,,
121875,Insulin secretagogue,"repaglinide, Pharmasyntez",,,,
121879,Insulin secretagogue,Glycomet GP1 Forte,,,,
121881,Insulin secretagogue,Glycomet GP2 Forte,,,,
124205,Insulin secretagogue,"glibenclamide + metformin, Berlin Chemie",,,,
125767,Insulin secretagogue,"sitagliptin, Galenicum",,,,
126052,Insulin secretagogue,"repaglinide, Pharmascience",,,,
126477,Insulin secretagogue,"glibenclamide, Pharmasyntez",,,,
126478,Insulin secretagogue,"glibenclamide, Berlin-Chemie",,,,
126790,Insulin secretagogue,"repaglinide, Auro Pharma",,,,
127521,Insulin secretagogue,"glibenclamide + metformin, Pharmsynthez",,,,
127587,Insulin secretagogue,"gliquidone, Pharmsynthez",,,,
128001,Insulin secretagogue,"anagliptin, Intas Pharmaceuticals",,,,
128125,Insulin secretagogue,"alogliptin benzoate, Yabao Pharmaceutical",,,,
128191,Insulin secretagogue,"vildagliptin, EVA Pharma",,,,
128352,Insulin secretagogue,"empagliflozin + linagliptin + metformin XR, Boehringer Ingelheim",,,,
128517,Insulin secretagogue,"lobeglitazone + sitagliptin, Chong Kun Dang Pharmaceutical",,,,
128753,Insulin secretagogue,"saxagliptin, Jiangsu Aosaikang Pharmaceutical",,,,
128855,Insulin secretagogue,"glipizide, Y.S.P industries",,,,
129449,Insulin secretagogue,"sitagliptin, World Medicine",,,,
129491,Insulin secretagogue,"linagliptin, Eva pharma",,,,
130629,Insulin secretagogue,"saxagliptin, Sichuan Kelun Pharmaceutical",,,,
131041,Insulin secretagogue,"vildagliptin, Jiangsu Hansoh Pharmaceutical",,,,
131695,Insulin secretagogue,"vildagliptin, Beijing Tide Pharmaceutical",,,,
131791,Insulin secretagogue,"sitagliptin phosphate, Sichuan Kelun Pharmaceutical",,,,
133186,Insulin secretagogue,"sitagliptin, Pharmasyntez",,,,
134288,Insulin secretagogue,"gliclazide, North Star",,,,
134461,Insulin secretagogue,"gliclazide MR,  Indeus Life Sciences",,,,
134604,Insulin secretagogue,"exenatide, 4P Therapeutics",,,,
135699,Insulin secretagogue,ADO-09,,,,
135702,Insulin secretagogue,exenatide + insulin lispro,,,,
135866,Insulin secretagogue,"alogliptin, CTTQ",,,,
135958,Insulin secretagogue,"repaglinide + voglibose, Torrent Pharmaceuticals",,,,
136622,Insulin secretagogue,"repaglinide + metformin, Chengdu Easton Biopharmaceuticals",,,,
136791,Insulin secretagogue,"exenatide, Luye Pharma",,,,
137541,Insulin secretagogue,"vildagliptin, Yantai Valiant Pharmaceutical",,,,
137602,Insulin secretagogue,"metformin + glibenclamide, Siegfried Rhein",,,,
137603,Insulin secretagogue,"metformin + glibenclamide, Laboratorios Pisa",,,,
137838,Insulin secretagogue,"repaglinide, Pro Doc",,,,
139920,Insulin secretagogue,"metformin + glibenclamide, Degort's Chemical",,,,
140383,Insulin secretagogue,"glimepiride + metformin, Canonpharma",,,,
141061,Insulin secretagogue,Sicillin phosphate tablets,,,,
141178,Insulin secretagogue,"repaglinide + metformin, Shaanxi Bailu Pharmaceutical",,,,
141960,Insulin secretagogue,"rExendin-4 freeze-dried powder, CSPC ZhongQi Pharmaceutical",,,,
142823,Insulin secretagogue,"sitagliptin phosphate, Jiangsu Chia Tai Tianqing Pharmaceutical",,,,
142944,Insulin secretagogue,"repaglinide, Tonghua Dongbao Pharmaceutical",,,,
144866,Insulin secretagogue,"sitagliptin + metformin, Tonghua Dongbao Pharmaceutical",,,,
145552,Insulin secretagogue,"glimepiride, Shandong Xinhua Pharmaceutical",,,,
146117,Insulin secretagogue,"vildagliptin, Yangtze River Pharmaceutical Group",,,,
146375,Insulin secretagogue,"adoptive T cell therapy, Roswell Park",,,,
146434,Insulin secretagogue,"glimepiride, CSPC Pharmaceutical",,,,
146461,Insulin secretagogue,"repaglinide, Apotex",,,,
146949,Insulin secretagogue,"glyburide, Sandoz",,,,
147345,Insulin secretagogue,"nateglinide, Zhuhai Tongyi Pharmaceutical",,,,
147346,Insulin secretagogue,"sitagliptin + metformin, Hangzhou East China Pharmaceutical",,,,
147422,Insulin secretagogue,"glimepiride, Conquer",,,,
147603,Insulin secretagogue,"gliclazide MR, Mylan Pharmaceuticals",,,,
147644,Insulin secretagogue,"liraglutide, Hangzhou Jiuyuan Gene Engineering",,,,
147695,Insulin secretagogue,"gliclazide MR, Ranbaxy",,,,
148125,Insulin secretagogue,"alogliptin benzoate, Waterstone Pharmaceuticals",,,,
148157,Insulin secretagogue,"metformin + vildagliptin, Nanjing Yoko Biomedical",,,,
148185,Insulin secretagogue,"glipizide, Zambon",,,,
148194,Insulin secretagogue,"gliclazide (prolonged release), Krka",,,,
148195,Insulin secretagogue,Gliclazid HCs,,,,
148227,Insulin secretagogue,"glimepiride, Sandoz",,,,
148342,Insulin secretagogue,"glimepiride + voglibose + metformin,Micro Labs",,,,
148353,Insulin secretagogue,"glimepiride, BeiLu Pharmaceutical",,,,
148355,Insulin secretagogue,"glimepiride, Shanghai Tiancifu Biological Engineering",,,,
148897,Insulin secretagogue,"gliclazide, Vellpharm",,,,
149510,Insulin secretagogue,"liraglutide pen injector, CinnaGen",,,,
149611,Insulin secretagogue,"glimepiride, Guizhou Sheng Jitang Pharmaceutical",,,,
149812,Insulin secretagogue,"glimepiride, Wanbang Biopharmaceuticals",,,,
150095,Insulin secretagogue,"glimepiride, Yangtze River Pharmaceutical Group/Guangzhou Hairui Pharmaceutical",,,,
150136,Insulin secretagogue,"vildagliptin, Shandong Luoxin Pharmaceutical",,,,
150429,Insulin secretagogue,"vildagliptin, Shandong Xinlu",,,,
150914,Insulin secretagogue,"gliclazide + metformin, Merck KGaA",,,,
150955,Insulin secretagogue,"gliclazide, World Medicine",,,,
151505,Insulin secretagogue,"glimepiride, Shandong DaYin HaiYang",,,,
152252,Insulin secretagogue,"metformin + sitagliptin, Polpharma",,,,
152846,Insulin secretagogue,"glipizide, Grand Pharmaceutical",,,,
153069,Insulin secretagogue,"glimepiride, Apotex",,,,
153147,Insulin secretagogue,"sitagliptin + telmisartan, Hyundai Pharm",,,,
153390,Insulin secretagogue,"nateglinide, China Meheco Topfond Pharma",,,,
153843,Insulin secretagogue,"sitagliptin phosphate, Guangzhou Hairui Pharmaceutical",,,,
153844,Insulin secretagogue,"alogliptin benzoate, Shenzhen Haibin Pharmaceutical",,,,
154250,Insulin secretagogue,"glipizide, Zhuhai United Laboratories",,,,
154415,Insulin secretagogue,"glipizide, Nanjing Easeheal Pharmaceutical",,,,
154843,Insulin secretagogue,"vildagliptin, Hebei Renhe Yikang Pharmaceutical",,,,
154991,Insulin secretagogue,anagliptin + metformin,,,,
154997,Insulin secretagogue,"gliclazide sustained-release, Yichang Humanwell Pharmaceutical",,,,
155566,Insulin secretagogue,"linagliptin, CSPC Ouyi Pharmaceutical",,,,
155567,Insulin secretagogue,"glipizide, Shanghai Pharma Sine Pharmaceutical",,,,
155619,Insulin secretagogue,"metformin + vildagliptin, Qilu Pharmaceutical",,,,
155678,Insulin secretagogue,"fimasartan + linagliptin, Boryung",,,,
155985,Insulin secretagogue,"sitagliptin (film-coated tablets), All research",,,,
155987,Insulin secretagogue,"sitagliptin, Medochemie",,,,
156730,Insulin secretagogue,"vildagliptin, Hainan General Sanyang Pharmaceutical Co",,,,
157191,Insulin secretagogue,"alogliptin benzoate, ReYoung Pharmaceutical Co.",,,,
157484,Insulin secretagogue,"alogliptin benzoate, Chongqing Kerui Pharmaceutical (Group) Co.",,,,
157785,Insulin secretagogue,"glibenclamide + metformin, Atoll LLC",,,,
157870,Insulin secretagogue,"gliclazide MR, Vellpharm",,,,
158184,Insulin secretagogue,"vildagliptin, Medisorb",,,,
158342,Insulin secretagogue,"pramlintide + insulin, Xeris Pharmaceuticals",,,,
158363,Insulin secretagogue,"repaglinide, Sandoz",,,,
158993,Insulin secretagogue,"sitagliptin + metformin, Nanjing Chia Tai Tianqing Pharmaceutical Co.",,,,
159710,Insulin secretagogue,"nateglinide, Jiangsu Deyuan Pharmaceutical Co.",,,,
159744,Insulin secretagogue,Glymide,,,,
159938,Insulin secretagogue,"linagliptin, Sinil Pharmaceutical",,,,
159940,Insulin secretagogue,"linagliptin + metformin hydrochloride, Chong Kun Dang Pharmaceutical",,,,
160064,Insulin secretagogue,"glimepiride,  Samik Pharmaceutical",,,,
160265,Insulin secretagogue,"liraglutide, Hybio Pharmaceutical Co.",,,,
160284,Insulin secretagogue,"pramlintide acetate, Hybio Pharmaceutical",,,,
160287,Insulin secretagogue,"sitagliptin phosphate, Chong Kun Dang",,,,
160290,Insulin secretagogue,"sitagliptin phosphate monohydrate, Shin Poong Pharmaceutical",,,,
160293,Insulin secretagogue,"sitagliptin + metformin, Chong Kun Dang",,,,
160385,Insulin secretagogue,"sitagliptin phosphate, Dasan Medichem",,,,
160390,Insulin secretagogue,Glime,,,,
160394,Insulin secretagogue,"linagliptin, YooYoung Pharmaceutical",,,,
160446,Insulin secretagogue,"sitagliptin phosphate, Hanmi",,,,
160452,Insulin secretagogue,"sitagliptin phosphate, Daewon Pharm",,,,
160459,Insulin secretagogue,"linagliptin/metformin, YooYoung Pharmaceutical",,,,
160462,Insulin secretagogue,"linagliptin/metformin, Samjin Pharm",,,,
160463,Insulin secretagogue,"linagliptin, Daewon Pharm",,,,
160464,Insulin secretagogue,"linagliptin, Jeil Pharmaceutical",,,,
160466,Insulin secretagogue,"linagliptin, DongKoo Bio & Pharma.",,,,
160502,Insulin secretagogue,"linagliptin, Ahn-Gook Pharmaceutical",,,,
160506,Insulin secretagogue,"glimepiride, Pharvis Korea",,,,
160507,Insulin secretagogue,"linagliptin, Samchundang",,,,
160515,Insulin secretagogue,"linagliptin, Chong Kun Dang",,,,
160517,Insulin secretagogue,"linagliptin, Kukje Pharma",,,,
160520,Insulin secretagogue,"linagliptin + metformin hydrochloride, Sinil Pharmaceutical",,,,
160521,Insulin secretagogue,"linagliptin, KyungDong Pharm.",,,,
160666,Insulin secretagogue,"gliclazide MR, Vertex",,,,
160669,Insulin secretagogue,"trelagliptin succinate, Shandong New Time Pharmaceutical Co.",,,,
160726,Insulin secretagogue,Dyryl,,,,
160787,Insulin secretagogue,"linagliptin, Dong Kwang Pharmaceutical",,,,
160792,Insulin secretagogue,"linagliptin + metformin, Huons",,,,
160809,Insulin secretagogue,"sitagliptin HCl + metformin, GL PharmTech",,,,
160862,Insulin secretagogue,"sitagliptin + metformin, Hanmi Pharmaceutical",,,,
161115,Insulin secretagogue,"HCP1605 + metformin, Hanmi Pharmaceutical",,,,
161219,Insulin secretagogue,Vildus,,,,
161322,Insulin secretagogue,"teneligliptin hydrobromide hydrate, Sichuan Kelun Pharmaceutical Research Institute Co.",,,,
161376,Insulin secretagogue,"linagliptin, Shanghai Haini Pharmaceutical Co.",,,,
161378,Insulin secretagogue,"sitagliptin phosphate, Hybio Pharmaceutical Co.",,,,
161534,Insulin secretagogue,Vildagliptine Denk,,,,
162086,Insulin secretagogue,"nateglinide, Southwest Pharmaceutical Co.",,,,
162421,Insulin secretagogue,"gliclazide, Guangdong Huanan Pharmaceutical Group Co.",,,,
162613,Insulin secretagogue,"vildagliptin, Nanjing Sanhome Pharmaceutical Co.",,,,
162710,Insulin secretagogue,HGP1605,,,,
162814,Insulin secretagogue,"gliquidone, Eastantai Pharmaceutical Co.",,,,
162865,Insulin secretagogue,"glimepiride + voglibose + metformin, Aprica Healthcare",,,,
163938,Insulin secretagogue,"glimepiride + metformin, Beijing Hanmi Pharmaceutical Co.",,,,
165313,Insulin secretagogue,"fotagliptin benzoate, Shenzhen Salubris Pharmaceuticals Co.",,,,
165527,Insulin secretagogue,"vildagliptin, Asofarma de Mexico",,,,
165871,Insulin secretagogue,"LP-003, Living Cell Technologies",,,,
166051,Insulin secretagogue,Sil-Norboral,,,,
166145,Insulin secretagogue,"gliclazide, Beijing Wansheng Pharmaceutical Co",,,,
166347,Insulin secretagogue,"alogliptin + pioglitazone, Indoco Remedies",,,,
166419,Insulin secretagogue,"trelagliptin succinate, Suzhou Dawnrays Pharmaceutical Co.",,,,
166456,Insulin secretagogue,"glimepiride + metformin, Huazhong Pharmaceutical Co.",,,,
166862,Insulin secretagogue,"sitagliptin (film-coated tablet), Krka d. d.",,,,
166903,Insulin secretagogue,"vildagliptin, Hetero Labs",,,,
166904,Insulin secretagogue,"liraglutide, Tonghua Dongbao Pharmaceutical Co.",,,,
167292,Insulin secretagogue,"liraglutide, Chia Tai Tianqing Pharmaceutical Group Co.",,,,
167334,Insulin secretagogue,"sitagliptin + metformin (SR), Chia Tai Tianqing Pharmaceutical Group Co.",,,,
167799,Insulin secretagogue,"linagliptin, Qilu Pharmaceutical Co.",,,,
167800,Insulin secretagogue,"vildagliptin, Hybio Pharmaceutical Co.",,,,
167984,Insulin secretagogue,"glipizide, Beijing Honglin Pharmaceutical",,,,
168418,Insulin secretagogue,"liraglutide, Zhuhai United Laboratories",,,,
168445,Insulin secretagogue,"vildagliptin + metformin, Yangtze River Pharmaceutical Group",,,,
168737,Insulin secretagogue,Metagliptin,,,,
168738,Insulin secretagogue,"sitagliptin, Polpharma",,,,
169410,Insulin secretagogue,"repaglinide, Beijing Wansheng Pharmaceutical Co.",,,,
169490,Insulin secretagogue,"glyburide, Pro Doc",,,,
169574,Insulin secretagogue,Sitavian Duo,,,,
169579,Insulin secretagogue,"gliclazide, International Bio Services",,,,
169859,Insulin secretagogue,Guardlet,,,,
169922,Insulin secretagogue,"exenatide, Qilu Pharmaceutical Co.",,,,
